PRODUCT_NAME,ADDITIVES_EN,ADDITIVES_EN_encoded,ALCOHOL_100G,ALLERGENS,ALLERGENS_encoded,ALPHA_LINOLENIC_ACID_100G,CALCIUM_100G,CARBOHYDRATES_100G,CARBON_FOOTPRINT_100G,CARBON_FOOTPRINT_FROM_MEAT_OR_FISH_100G,CHOLESTEROL_100G,CREATOR,CREATOR_encoded,ECOSCORE_GRADE,ECOSCORE_GRADE_encoded,ECOSCORE_SCORE,ENERGY_100G,ENERGY_FROM_FAT_100G,ENERGY_KCAL_100G,ENERGY_KJ_100G,FAT_100G,FIBER_100G,FOOD_GROUPS_EN,FOOD_GROUPS_EN_encoded,FRUITS_VEGETABLES_NUTS_100G,FRUITS_VEGETABLES_NUTS_ESTIMATE_100G,FRUITS_VEGETABLES_NUTS_ESTIMATE_FROM_INGREDIENTS_100G,INGREDIENTS_TAGS,INGREDIENTS_TAGS_encoded,INGREDIENTS_TEXT,INGREDIENTS_TEXT_encoded,INSOLUBLE_FIBER_100G,IODINE_100G,IRON_100G,LACTOSE_100G,MAGNESIUM_100G,MALTODEXTRINS_100G,MONOUNSATURATED_FAT_100G,NUTRISCORE_GRADE,NUTRISCORE_GRADE_encoded,NUTRISCORE_SCORE,NUTRITION_SCORE_FR_100G,OMEGA_3_FAT_100G,OMEGA_6_FAT_100G,PANTOTHENIC_ACID_100G,PHOSPHORUS_100G,PHYLLOQUINONE_100G,POLYUNSATURATED_FAT_100G,POTASSIUM_100G,PROTEINS_100G,SALT_100G,SATURATED_FAT_100G,SODIUM_100G,STARCH_100G,SUCROSE_100G,SUGARS_100G,TRACES_EN,TRACES_EN_encoded,TRANS_FAT_100G,VITAMIN_A_100G,VITAMIN_B12_100G,VITAMIN_B1_100G,VITAMIN_B2_100G,VITAMIN_B6_100G,VITAMIN_B9_100G,VITAMIN_C_100G,VITAMIN_D_100G,VITAMIN_E_100G,VITAMIN_K_100G,VITAMIN_PP_100G,ZINC_100G
PALET SOJA À L'INDIENNE,,0.0,0.0,,0.0,0.0,0.0,0.017857142857142856,0.0,0.0,0.0,KILIWEB,0.4698795180722891,UNKNOWN,1.0,0.046875,0.10151865302079895,0.0,0.10151933701657458,0.0,0.07200000000000001,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.3023255813953488,0.3023255813953488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08645833333333333,0.017407407407407406,0.015,0.017407407407407406,0.0,0.0,0.006944444444444444,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRADITIONAL SEITAN,,0.0,0.0,,0.0,0.0,0.0,0.010964999999999999,0.0,0.0,0.0,KILIWEB,0.4698795180722891,UNKNOWN,1.0,0.046875,0.09689666556619347,0.0,0.09692741712707181,0.0,0.017544,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.3023255813953488,0.3023255813953488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2558479166666666,0.016650421296296295,0.0,0.016650421296296295,0.0,0.0,0.012183333333333332,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BACKED TOFU,,0.0,0.0,,0.0,0.0,0.0,0.014430014430014465,0.0,0.0,0.0,KILIWEB,0.4698795180722891,UNKNOWN,1.0,0.046875,0.1256190161769561,0.0,0.12556504269211324,0.0,0.09090909090909101,0.06966213862765516,,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.3023255813953488,0.3023255813953488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17887205387205207,0.011223344556677776,0.025252525252525,0.011223344556677776,0.0,0.0,0.05611672278338888,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ESCALOPES PANÉES DE SOJA,,0.0,0.0,,0.0,0.0,0.0,0.03214285714285714,0.0,0.0,0.0,KILIWEB,0.4698795180722891,UNKNOWN,1.0,0.046875,0.1637504126774513,0.0,0.16367403314917126,0.0,0.11,0.16896551724137931,,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.3023255813953488,0.3023255813953488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14583333333333331,0.014259259259259258,0.018333333333333333,0.014259259259259258,0.0,0.0,0.006944444444444444,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRADITIONAL SEITAN,,0.0,0.0,,0.0,0.0,0.0,0.012605,0.0,0.0,0.0,KILIWEB,0.4698795180722891,UNKNOWN,1.0,0.046875,0.10564542753383956,0.0,0.10562237569060774,0.0,0.035294,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.3023255813953488,0.3023255813953488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26960833333333334,0.018518518518518517,0.009803333333333332,0.018518518518518517,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SO SOJA BANANE PASSION,,0.0,0.0,,0.0,0.0,0.0,0.008928571428571428,0.0,0.0,0.0,KILIWEB,0.4698795180722891,UNKNOWN,1.0,0.046875,0.039286893364146584,0.0,0.0393646408839779,0.0,0.022000000000000002,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.3023255813953488,0.3023255813953488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04270833333333333,0.001851851851851852,0.005,0.0018518518518518517,0.0,0.0,0.0625,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SPÉCIALITÉ AU SOJAT CHOCOLAT,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,KILIWEB,0.4698795180722891,UNKNOWN,1.0,0.046875,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.3023255813953488,0.3023255813953488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ESCALOPES PANEES AU SOJA,,0.0,0.0,,0.0,0.0,0.0,0.03214285714285714,0.0,0.0,0.0,KILIWEB,0.4698795180722891,UNKNOWN,1.0,0.046875,0.1637504126774513,0.0,0.16367403314917126,0.0,0.11,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.3023255813953488,0.3023255813953488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14583333333333331,0.014259259259259258,0.018333333333333333,0.014259259259259258,0.0,0.0,0.006944444444444444,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"WILDWOOD, SPROUTOFU, MEATLESS MEATBALLS, ORIGINAL","E330 - CITRIC ACID,E516 - CALCIUM SULPHATE",0.7614379084967321,0.0,,0.0,0.0,0.0003463414634146341,0.033607142857142856,0.0,0.0,0.0,USDA-NDB-IMPORT,0.9437751004016064,UNKNOWN,1.0,0.046875,0.17051832287883792,0.0,0.17058011049723756,0.0,0.1529,0.16206896551724137,"FISH‚ MEAT‚ EGGS,MEAT,MEAT OTHER THAN POULTRY",0.53125,0.0,0.0,0.0,"EN:NATURAL-SOY-PROTEIN,EN:TOFU,EN:WATER,EN:CANOLA,EN:VEGETABLE,EN:ROOT-VEGETABLE,EN:RAPESEED,EN:SUNFLOWER-OIL,EN:OIL-AND-FAT,EN:VEGETABLE-OIL-AND-FAT,EN:VEGETABLE-OIL,EN:ONION,EN:TOMATO-CONCENTRATE,EN:TOMATO,EN:CARROT,EN:BROWN-RICE-FLOUR,EN:FLOUR,EN:RICE,EN:RICE-FLOUR,EN:PARSLEY,EN:HERB,EN:CORN-FLOUR,EN:CEREAL,EN:CORN,EN:YEAST-EXTRACT,EN:YEAST,EN:SEA-SALT,EN:SALT,EN:TAPIOCA,EN:STARCH,EN:GARLIC,EN:CULTURED-CANE-SUGAR,EN:VEGETABLE-FIBER,EN:FIBER,EN:SPICE,EN:CONDIMENT,EN:BASIL,EN:LOW-FAT-SOY-FLOUR,EN:FILTERED-WATER,EN:SOYA-BEAN,EN:LEGUME,EN:SOYA,EN:NIGARI,EN:E511,EN:E516,EN:E330,EN:NATURAL-FIRMING-AGENT,EN:FIRMING-AGENT",0.11051829268292683,"NATURAL SOY PROTEIN (LOW FAT SOY FLOUR, WATER, SALT), TOFU (FILTERED WATER, SOYBEANS, NIGARI [MAGNESIUM CHLORIDE, A NATURAL FIRMING AGENT], CALCIUM SULFATE), WATER, CANOLA OR SUNFLOWER OIL, ONIONS, TOMATO PASTE (TOMATOES, CITRIC ACID), CARROTS, BROWN RICE FLOUR, PARSLEY, CORN FLOUR, YEAST EXTRACT, SEA SALT, TAPIOCA STARCH, GRANULATED GARLIC, CULTURED CANE SUGAR, VEGETABLE FIBER, SPICES, BASIL.",0.6248226950354611,0.0,0.0,0.008833333333333334,0.0,0.0,0.0,0.0,A,0.2,0.27906976744186046,0.27906976744186046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13479166666666664,0.020694444444444442,0.019666666666666666,0.020694444444444442,0.0,0.0,0.049027777777777774,,0.0,0.0,7.72125e-07,0.0,0.0,0.0,0.0,0.0,0.3897058823529412,0.0,0.0,0.0,0.0,0.0
PLANT SPIRED ORGANIC CLASSIC BOLOGNESE WITH TOFU,,0.0,0.0,,0.0,0.0,0.0,0.012422360248447142,0.0,0.0,0.0,FOODVISOR,0.35341365461847385,UNKNOWN,1.0,0.046875,0.07213601848794982,0.0,0.0720634158059116,0.0,0.060869565217391,0.05997001499250345,,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.3023255813953488,0.3023255813953488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05434782608695625,0.01610305958132037,0.014492753623188333,0.01610305958132037,0.0,0.0,0.04830917874396111,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LIFE FIRM TOFU,,0.0,0.0,,0.0,0.0,0.0008585365853658536,0.002107142857142857,0.0,0.0,0.0,USDA-NDB-IMPORT,0.9437751004016064,UNKNOWN,1.0,0.046875,0.0366457576758006,0.0,0.03660220994475138,0.0,0.0176,0.041379310344827586,"FISH‚ MEAT‚ EGGS,MEAT,MEAT OTHER THAN POULTRY",0.53125,0.0,0.0,0.0,"EN:WATER,EN:SOYA-BEAN,EN:LEGUME,EN:SOYA,EN:SOY-PROTEIN,EN:PROTEIN,EN:PLANT-PROTEIN,EN:HYDROLYSED-VEGETABLE-PROTEIN,EN:E516,EN:NIGARI,EN:E511,EN:VITAMIN-E-ACETATE,EN:RETINYL-ACETATE,EN:VITAMINS,EN:VITAMIN-A,EN:ERGOCALCIFEROL,EN:VITAMIN-D,EN:VITAMIN-B12,EN:SEA-WATER-EXTRACT",0.6928353658536586,"WATER, ORGANIC WHOLE SOYBEANS, SOY PROTEIN, CALCIUM SULFATE, NIGARI (SEA WATER EXTRACT) VITAMIN E ACETATE, VITAMIN A ACETATE, VITAMIN D2, VITAMIN B12.",0.9453900709219859,0.0,0.0,0.004694444444444445,0.0,0.0,0.0,0.0,A,0.2,0.1627906976744186,0.1627906976744186,0.0,0.0,0.0,0.0,0.0,0.01873015873015873,0.0,0.09802083333333333,0.0035185185185185185,0.0,0.003518518518518518,0.0,0.0,0.0,,0.0,0.0,6.61875e-07,5.3e-06,0.0,0.0,0.0,0.0,0.0,4.7e-07,0.0,0.0,0.0,0.0
"WILDWOOD, SPROUTOFU, ORGANIC SUPER FIRM TOFU",E516 - CALCIUM SULPHATE,0.9803921568627452,0.0,,0.0,0.0,0.0003463414634146341,0.006303571428571428,0.0,0.0,0.0,USDA-NDB-IMPORT,0.9437751004016064,UNKNOWN,1.0,0.046875,0.10564542753383956,0.0,0.10566298342541436,0.0,0.0824,0.041379310344827586,"FISH‚ MEAT‚ EGGS,MEAT,MEAT OTHER THAN POULTRY",0.53125,0.0,0.0,0.0,"EN:FILTERED-WATER,EN:WATER,EN:SPROUTED-SOYBEANS,EN:LEGUME,EN:SOYA,EN:SOYA-BEAN,EN:NIGARI-MAGNESIUM-CHLORIDE,EN:NATURAL-FIRMING-AGENT,EN:FIRMING-AGENT,EN:E516",0.06935975609756098,"FILTERED WATER, SPROUTED ORGANIC SOYBEANS, NIGARI MAGNESIUM CHLORIDE, A NATURAL FIRMING AGENT), CALCIUM SULFATE.",0.4042553191489362,0.0,0.0,0.008833333333333334,0.0,0.0,0.0,0.0,A,0.2,0.20930232558139533,0.20930232558139533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17156249999999998,0.0008333333333333333,0.019666666666666666,0.0008333333333333332,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PLANTSPIRED TOFU BAKED SWEET BBQ,,0.0,0.0,,0.0,0.0,0.0,0.012626262626262678,0.0,0.0,0.0,KILIWEB,0.4698795180722891,UNKNOWN,1.0,0.046875,0.1256190161769561,0.0,0.12556504269211324,0.0,0.09090909090909101,0.06966213862765516,,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.3023255813953488,0.3023255813953488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17887205387205207,0.01215862326973426,0.025252525252525,0.012158623269734258,0.0,0.0,0.07014590347923749,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SAUCE SOJA,,0.0,0.0,,0.0,0.0,0.0,0.033928571428571426,0.0,0.0,0.0,KILIWEB,0.4698795180722891,B,0.2857142857142857,0.6484375,0.06553317926708485,0.0,0.06560773480662983,0.0,0.006,0.0,"FATS AND SAUCES,DRESSINGS AND SAUCES",0.34375,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D,0.8,0.627906976744186,0.627906976744186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03645833333333333,0.35185185185185186,0.0,0.3518518518518518,0.0,0.0,0.25,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SOON MISO AND TOFU NOODLE SOUP,,0.0,0.0,,0.0,0.0,0.0,0.11666666666666607,0.0,0.0,0.0,KILIWEB,0.4698795180722891,UNKNOWN,1.0,0.046875,0.30389567514031035,0.0,0.30386740331491713,0.0,0.17333333333333,0.2298850574712655,,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.3023255813953488,0.3023255813953488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09722222222222188,0.05679012345679074,0.13333333333333333,0.056790123456790735,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SAUCISSES TOFU SANS VIANDE À L'ITALIENNE,,0.0,0.0,,0.0,0.0,0.0,0.014285714285714285,0.0,0.0,0.0,KILIWEB,0.4698795180722891,UNKNOWN,1.0,0.046875,0.1934631891713437,0.0,0.19337016574585636,0.0,0.14,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.3023255813953488,0.3023255813953488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3125,0.011481481481481481,0.025,0.011481481481481481,0.0,0.0,0.041666666666666664,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ORGANIC BAKED TOFU TERIYAKI FLAVOR,E516 - CALCIUM SULPHATE,0.9803921568627452,0.0,,0.0,0.0,0.0003902439024390244,0.027056277056276785,0.0,0.0,0.0,USDA-NDB-IMPORT,0.9437751004016064,B,0.2857142857142857,0.6484375,0.1325519973588643,0.0,0.13254087839723067,0.0,0.08080808080808101,0.10344827586206896,"CEREALS AND POTATOES,LEGUMES",0.21875,0.0,0.0,0.0,"EN:TOFU,EN:FILTERED-WATER,EN:WATER,EN:SOY-SAUCE,EN:SAUCE,EN:RI,EN:SOYA-BEAN,EN:LEGUME,EN:SOYA,EN:NIGARI,EN:E511,EN:E516,EN:SEA-SALT,EN:SALT,EN:WHOLE-WHEAT,EN:CEREAL,EN:WHEAT,EN:ALCOHOL,EN:NATURAL-FIRMING-AGENT,EN:FIRMING-AGENT,EN:FOR-FRESHNESS",0.4519817073170732,"ORGANIC TOFU (FILTERED WATER, ORGANIC SOYBEANS, NIGARI [MAGNESIUM CHLORIDE, A NATURAL FIRMING AGENT], CALCIUM SULFATE), FILTERED WATER, ORGANIC SOY SAUCE (WATER, ORGANIC SOYBEANS, SEA SALT, ORGANIC WHOLE WHEAT, ORGANIC ALCOHOL [FOR FRESHNESS]), ORGANIC RI",0.6460992907801418,0.0,0.0,0.0075,0.0,0.0,0.0,0.0,A,0.2,0.27906976744186046,0.27906976744186046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15782828282828124,0.024784885895996294,0.016835016835016665,0.024784885895996298,0.0,0.0,0.02805836139169444,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08823529411764705,0.0,0.0,0.0,0.0,0.0
WO CHONG TOFU,,0.0,0.0,,0.0,0.0,0.0,0.008403361344537856,0.0,0.0,0.0,KILIWEB,0.4698795180722891,UNKNOWN,1.0,0.046875,0.05694948827996039,0.0,0.05687357816054627,0.0,0.035294117647059,0.08113590263691724,,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.3023255813953488,0.3023255813953488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08578431372549063,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LAIT SOJA VANILLE BIO,E407 - CARRAGEENAN,0.8431372549019608,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DATE-LIMITE-APP,0.22088353413654616,B,0.2857142857142857,0.6640625,0.0,0.0,0.0,0.0,0.0,0.0,"BEVERAGES,PLANT-BASED MILK SUBSTITUTES",0.03125,0.0,0.0,0.0,"FR:BOISSON-AU-SOJA,EN:UNREFINED-CANE-SUGAR,EN:ADDED-SUGAR,EN:DISACCHARIDE,EN:SUGAR,EN:CANE-SUGAR,EN:UNREFINED-SUGAR,EN:NATURAL-VANILLA-FLAVOURING,EN:FLAVOURING,EN:NATURAL-FLAVOURING,EN:VANILLA-FLAVOURING,FR:ALGUE-CALCAIRE-LITHOTHAMNIUM-CALCAREUM,EN:SEA-SALT,EN:SALT,EN:STABILISER,EN:WATER,EN:SOYA,EN:E407,EN:SEAWEED-EXTRACT,EN:ALGAE,EN:SEAWEED,EN:ALGAE-EXTRACT",0.8628048780487805,"BOISSON AU SOJA* 94,3% (EAU, SOJA* DÉCORTIQUÉ 7,3%), SUCRE DE CANNE* NON RAFFINÉ, ARÔME NATUREL DE VANILLE*, ALGUE CALCAIRE LITHOTHAMNIUM CALCAREUM, SEL DE MER, STABILISANTS : CARRAGHÉNANES (EXTRAITS D’ALGUES MARINES). *INGRÉDIENTS ISSUS DE L'AGRICULTURE BIOLOGIQUE.",0.16879432624113477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.3023255813953488,0.3023255813953488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"REAL FOODS, TOFU PAD THAI BOWL","E211 - SODIUM BENZOATE,E330 - CITRIC ACID,E415 - XANTHAN GUM",0.542483660130719,0.0,"EN:GLUTEN,EN:SESAME-SEEDS,EN:SOYBEANS",0.5934065934065934,0.0,0.0001024390243902439,0.05128571428571428,0.0,0.0,1.0,ORG-DATABASE-USDA,0.7148594377510039,UNKNOWN,1.0,0.046875,0.18785077583360846,0.0,0.1878453038674033,0.0,0.1567,0.04482758620689655,,0.0,0.0,0.0,0.0,"EN:COOKED-THAI-NOODLES,EN:THAI-NOODLE-SAUCE,EN:FLASH-FRIED-TOFU,EN:SPICY-THAI-PEANUT-SAUCE,EN:SCRAMBLED-EGGS,EN:SPRING-ONION,EN:VEGETABLE,EN:ROOT-VEGETABLE,EN:ONION,EN:PEANUT,EN:NUT,EN:CARROT,EN:NOODLE,EN:DOUGH,EN:WATER,EN:SOY-SAUCE,EN:SAUCE,EN:SESAME-OIL,EN:OIL-AND-FAT,EN:VEGETABLE-OIL-AND-FAT,EN:VEGETABLE-OIL,EN:RICE-VINEGAR,EN:VINEGAR,EN:CANOLA,EN:RAPESEED,EN:OLIVE-OIL-BLEND,EN:BROWN-SUGAR,EN:ADDED-SUGAR,EN:DISACCHARIDE,EN:SUGAR,EN:RED-CHILI-PASTE,EN:TABASCO,EN:CAYENNE-PEPPER,EN:CONDIMENT,EN:SPICE,EN:TOFU,EN:CERTIFIED-SOY-AND-CANOLA-OIL,EN:COCONUT-MILK,EN:FRUIT,EN:COCONUT,EN:PEANUT-PASTE,EN:TAMARIND,EN:FISH-SAUCE,EN:GARLIC,EN:CURRY-PASTE,EN:LIME-JUICE,EN:FRUIT-JUICE,EN:CHILI-PEPPER,EN:CORIANDER-LEAF,EN:HERB,EN:CORIANDER,EN:TOMATO-SHALLOTS-SALT,EN:SESAME-SEEDS,EN:SEED,EN:SESAME,EN:E330,EN:WHITE-PEPPER,EN:PEPPER,EN:WHOLE-EGG,EN:EGG,EN:RICE,EN:WHEAT,EN:CEREAL,EN:SOYA-BEAN,EN:LEGUME,EN:SOYA,EN:SALT,EN:E211,EN:CANOLA-OIL,EN:RAPESEED-OIL,EN:EXTRA-VIRGIN-OLIVE-OIL,EN:OLIVE-OIL,EN:VIRGIN-OLIVE-OIL,EN:DISTILLED-VINEGAR,EN:POTASSIUM-SORBATE-AND-SODIUM-BISULFATE,EN:E415,EN:RED-BELL-PEPPER,EN:BELL-PEPPER,EN:CERTIFIED-SOYBEANS,EN:NIGARI,EN:E511,EN:AN-EXTRACT-OF-SEAWATER,EN:NATURAL-CALCIUM-SULFATE,EN:DRY-ROASTED-PEANUT-AND-SALT,EN:ANCHOVY,EN:FISH,EN:OILY-FISH,EN:PRESERVATIVE",0.04801829268292683,"COOKED THAI NOODLES (NOODLES[RICE, WATER], WATER), THAI NOODLE SAUCE (SOY SAUCE [WATER, WHEAT, SOYBEANS, SALT, SODIUM BENZOATE {AS A PRESERVATIVE}], SESAME OIL, RICE VINEGAR, CANOLA/OLIVE OIL BLEND [CANOLA OIL, EXTRA VIRGIN OLIVE OIL], BROWN SUGAR, RED CHILI PASTE [CHILI, SALT, DISTILLED VINEGAR, POTASSIUM SORBATE AND SODIUM BISULFATE {AS PRESERVATIVES}, XANTHAN GUM], TABASCO [DISTILLED VINEGAR, RED PEPPER, SALT], CAYENNE PEPPER), ORGANIC FLASH FRIED TOFU (TOFU [WATER, CERTIFIED ORGANIC SOYBEANS, BITTERN OR NIGARI, AN EXTRACT OF SEAWATER, NATURAL CALCIUM SULFATE], CERTIFIED ORGANIC SOY OR CANOLA OIL), SPICY THAI PEANUT SAUCE (COCONUT MILK, SUGAR, PEANUT BUTTER [DRY ROASTED PEANUT AND SALT], TAMARIND JUICE, WATER, FISH SAUCE [ANCHOVY, WATER, SALT], GARLIC, CURRY PASTE, CANOLA/OLIVE OIL BLEND [CANOLA OIL, EXTRA VIRGIN OLIVE OIL], LIME JUICE, SOY SAUCE [WATER, WHEAT, SOY BEANS, SALT], CRUSHED PEANUT, CHILI PEPPER, SESAME OIL, CILANTRO, TOMATO SHALLOTS SALT, SESAME SEEDS, CORIANDER, CITRIC ACID, WHITE PEPPER), SCRAMBLED EGGS (WHOLE EGGS, CITRIC ACID), GREEN ONION, DRY ROASTED PEANUTS, CARROTS.",0.20851063829787236,0.0,0.0,0.0007777777777777777,0.0,0.0,0.0,0.0,,0.0,0.3023255813953488,0.3023255813953488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04083333333333333,0.017268518518518516,0.0435,0.017268518518518516,0.0,0.0,0.10875,,0.0,0.0,1.2225e-07,0.0,0.0,0.0,0.0,0.0,0.03308823529411765,0.0,0.0,0.0,0.0,0.0
