PRODUCT_NAME,ADDITIVES_EN,ADDITIVES_EN_encoded,ALCOHOL_100G,ALLERGENS,ALLERGENS_encoded,ALPHA_LINOLENIC_ACID_100G,CALCIUM_100G,CARBOHYDRATES_100G,CARBON_FOOTPRINT_100G,CARBON_FOOTPRINT_FROM_MEAT_OR_FISH_100G,CHOLESTEROL_100G,CREATOR,CREATOR_encoded,ECOSCORE_GRADE,ECOSCORE_GRADE_encoded,ECOSCORE_SCORE,ENERGY_100G,ENERGY_FROM_FAT_100G,ENERGY_KCAL_100G,ENERGY_KJ_100G,FAT_100G,FIBER_100G,FOOD_GROUPS_EN,FOOD_GROUPS_EN_encoded,FRUITS_VEGETABLES_NUTS_100G,FRUITS_VEGETABLES_NUTS_ESTIMATE_100G,FRUITS_VEGETABLES_NUTS_ESTIMATE_FROM_INGREDIENTS_100G,INGREDIENTS_TAGS,INGREDIENTS_TAGS_encoded,INGREDIENTS_TEXT,INGREDIENTS_TEXT_encoded,INSOLUBLE_FIBER_100G,IODINE_100G,IRON_100G,LACTOSE_100G,MAGNESIUM_100G,MALTODEXTRINS_100G,MONOUNSATURATED_FAT_100G,NUTRISCORE_GRADE,NUTRISCORE_GRADE_encoded,NUTRISCORE_SCORE,NUTRITION_SCORE_FR_100G,OMEGA_3_FAT_100G,OMEGA_6_FAT_100G,PANTOTHENIC_ACID_100G,PHOSPHORUS_100G,PHYLLOQUINONE_100G,POLYUNSATURATED_FAT_100G,POTASSIUM_100G,PROTEINS_100G,SALT_100G,SATURATED_FAT_100G,SODIUM_100G,STARCH_100G,SUCROSE_100G,SUGARS_100G,TRACES_EN,TRACES_EN_encoded,TRANS_FAT_100G,VITAMIN_A_100G,VITAMIN_B12_100G,VITAMIN_B1_100G,VITAMIN_B2_100G,VITAMIN_B6_100G,VITAMIN_B9_100G,VITAMIN_C_100G,VITAMIN_D_100G,VITAMIN_E_100G,VITAMIN_K_100G,VITAMIN_PP_100G,ZINC_100G
FRANPRIX BOISSON SOJA NATURE BIO,,0.0,0.0,EN:SOYBEANS,0.9230769230769231,0.0,0.0,0.0014285714285714286,0.0,0.0,0.0,KILIWEB,0.4698795180722891,A,0.14285714285714285,0.9453125,0.022944866292505778,0.0,0.022790055248618782,0.037567567567567565,0.018000000000000002,0.017241379310344827,"BEVERAGES,PLANT-BASED MILK SUBSTITUTES",0.03125,0.0,0.0,0.0,"EN:SOY-BASE,EN:LEGUME,EN:SOYA,EN:SOYA-BEAN,EN:WATER",0.2576219512195122,"JUS DE _SOJA_ (EAU - GRAINES DE _SOJA_ 6,7%)",0.5659574468085107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,A,0.2,0.27906976744186046,0.27906976744186046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03333333333333333,0.0,0.005,0.0,0.0,0.0,0.005555555555555556,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BOISSON SOJA CHOCOLAT,,0.0,0.0,,0.0,0.0,0.0,0.01607142857142857,0.0,0.0,0.0,KILIWEB,0.4698795180722891,UNKNOWN,1.0,0.046875,0.050346649059095416,0.0,0.050414364640883974,0.0,0.020999999046326,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.3023255813953488,0.3023255813953488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03958333283662813,0.0009259259397232962,0.008333333333333333,0.0009259259397232962,0.0,0.0,0.10555555423100833,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PERLES DE BLÉ ET FÈVES DE SOJA,"E14XX - MODIFIED STARCH,E415 - XANTHAN GUM",0.2679738562091503,0.0,"EN:GLUTEN,EN:MUSTARD,EN:SOYBEANS",0.5054945054945056,0.0,0.0,0.026785714285714284,0.0,0.0,0.0,OPENFOODFACTS-CONTRIBUTORS,0.6907630522088353,B,0.2857142857142857,0.6640625,0.1066358534169693,0.0,0.10704419889502761,0.1745945945945946,0.075,0.10689655172413794,"FRUITS AND VEGETABLES,VEGETABLES",0.6875,0.0,0.0,0.0916030534351145,"EN:DURUM-WHEAT,EN:CEREAL,EN:WHEAT,EN:SOYA-BEAN,EN:LEGUME,EN:SOYA,EN:CHERRY-TOMATO,EN:VEGETABLE,EN:TOMATO,EN:COLZA-OIL,EN:OIL-AND-FAT,EN:VEGETABLE-OIL-AND-FAT,EN:RAPESEED-OIL,EN:BABY-SPINACH,EN:SPINACH,EN:WATER,EN:BASIL,EN:HERB,FR:TOMATE-MI-SECHEE-AUX-HERBES,EN:ALCOHOL-VINEGAR,EN:VINEGAR,EN:SALT,EN:MUSTARD,EN:CONDIMENT,EN:SPICE,EN:WHITE-PEPPER,EN:SEED,EN:PEPPER,EN:MODIFIED-POTATO-STARCH,EN:STARCH,EN:MODIFIED-STARCH,EN:POTATO-STARCH,EN:THICKENER,EN:SUNFLOWER-OIL,EN:VEGETABLE-OIL,EN:MUSTARD-SEED,EN:E415",0.056402439024390245,"BLE DUR CUIT 61% [EAU, BLE DUR (FRANCE)], FÈVE DE SOJA 15%, TOMATE CERISE 8%, HUILE DE COLZA, JEUNE POUSSE D ÉPINARD 2%, EAU, BASILIC 2%, TOMATE MI-SÉCHÉE AUX HERBES (TOMATE, HUILE DE TOURNESOL, SEL, PLANTES AROMATIQUES), VINAIGRE D ALCOOL, SEL, MOUTARDE [EAU, GRAINES DE MOUTARDE (CANADA, FRANCE), VINAIGRE D ALCOOL, SEL], POIVRE BLANC, AMIDON TRANSFORMÉ DE POMME DE TERRE, ÉPAISSISSANT : GOMME XANTHANE.",0.16737588652482271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,A,0.2,0.2558139534883721,0.2558139534883721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.051041666666666666,0.015925925925925923,0.01,0.015925925925925923,0.0,0.0,0.00972222222222222,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SPÉCIALITÉ VÉGÉTAL À BASE DE SOJA AU CITRON,E440 - PECTINS,0.9477124183006537,0.0,"EN:MILK,EN:SOYBEANS",0.7582417582417583,0.0,0.0,0.01625,0.0,0.0,0.0,KILIWEB,0.4698795180722891,B,0.2857142857142857,0.6640625,0.04704522944866293,0.0,0.04696132596685083,0.0,0.018000000000000002,0.017241379310344827,"SUGARY SNACKS,SWEETS",0.96875,0.0,0.0,0.05038167938931297,"EN:SOY-BASE,EN:LEGUME,EN:SOYA,EN:SOYA-BEAN,EN:CANE-SUGAR,EN:ADDED-SUGAR,EN:DISACCHARIDE,EN:SUGAR,EN:WATER,EN:LEMON-PULP,EN:FRUIT,EN:CITRUS-FRUIT,EN:LEMON,EN:LEMON-ZEST,EN:RICE-STARCH,EN:STARCH,EN:CORN-STARCH,EN:GELLING-AGENT,EN:NATURAL-LEMON-FLAVOURING,EN:FLAVOURING,EN:NATURAL-FLAVOURING,EN:LACTIC-FERMENTS,EN:FERMENT,EN:MICROBIAL-CULTURE,FR:SOJA-DEPELLICULLE,EN:E440A",0.1951219512195122,"JUS DE SOJA* (EAU, SOJA DÉPELLICULLÉ (ORIGINE FRANCE) 8,6%), SUCRE DE CANNE*, EAU , PULPE DE CITRON* 4,6%, ZESTE DE CITRON*2% , AMIDON DE RIZ , AMIDON DE MAÏS*, GÉLIFIANT : PECTINES, ARÔME NATUREL DE CITRON, FERMENTS LACTIQUES. *INGRÉDIENTS ISSUS DE L'AGRICULTURE BIOLOGIQUE.",0.5404255319148936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,A,0.2,0.27906976744186046,0.27906976744186046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0375,0.000925925925925926,0.0033333333333333335,0.0009259259259259259,0.0,0.0,0.10972222222222222,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BRASSÉ SOJA PÊCHE MIRABELLE GINGEMBEE,,0.0,0.0,,0.0,0.0,0.0,0.016964285714285713,0.0,0.0,0.0,KILIWEB,0.4698795180722891,B,0.2857142857142857,0.6640625,0.05117200396170354,0.0,0.0511049723756906,0.0,0.023,0.034482758620689655,"SUGARY SNACKS,SWEETS",0.96875,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.3023255813953488,0.3023255813953488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.035416666666666666,0.0,0.006666666666666667,0.0,0.0,0.0,0.12083333333333332,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BOISSON PLAISIR AU SOJA CHOCOLAT,"E407 - CARRAGEENAN,E415 - XANTHAN GUM",0.8627450980392157,0.0,EN:SOYBEANS,0.9230769230769231,0.0,0.0,0.01660714285714286,0.0,0.0,0.0,OPENFOODFACTS-CONTRIBUTORS,0.6907630522088353,A,0.14285714285714285,0.8203125,0.05183228788379003,0.0,0.05179558011049724,0.0,0.023,0.034482758620689655,"BEVERAGES,PLANT-BASED MILK SUBSTITUTES",0.03125,0.0,0.0,0.0,"EN:SOY-BASE,EN:LEGUME,EN:SOYA,EN:SOYA-BEAN,EN:UNREFINED-CANE-SUGAR,EN:ADDED-SUGAR,EN:DISACCHARIDE,EN:SUGAR,EN:CANE-SUGAR,EN:UNREFINED-SUGAR,EN:CHOCOLATE-POWDER,EN:CHOCOLATE,EN:FAT-REDUCED-COCOA,EN:COCOA,EN:RICE-FLOUR,EN:FLOUR,EN:RICE,FR:JUS-CONCENTRE-DE-POMMES,FR:ALGUE-CALCAIRE-LITHOTHAMNIUM-CALCAREUM,EN:STABILISER,EN:SEA-SALT,EN:SALT,EN:WATER,EN:E407,EN:E415",0.2522865853658537,"JUS DE SOJA 90%, (EAU, SOJA DÉCORTIQUÉ 7,4%), SUCRE DE CANNE NON RAFFINÉ, CHOCOLAT EN POUDRE 2,2% (SUCRE DE CANNE, CACAO), CACAO MAIGRE, FARINE DE RIZ, JUS CONCENTRÉ DE POMMES, ALGUE CALCAIRE LITHOTHAMNIUM CALCAREUM, STABILISANTS (CARRAGHÉNANES, GOMME XANTHANE), SEL DE MER.",0.5191489361702128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,A,0.2,0.27906976744186046,0.27906976744186046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03958333333333333,0.004629629629629629,0.008333333333333333,0.004629629629629629,0.0,0.0,0.10416666666666666,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DESSERT SOJA CHOCOLAT,"E14XX - MODIFIED STARCH,E415 - XANTHAN GUM",0.2679738562091503,0.0,EN:SOYBEANS,0.9230769230769231,0.0,0.0,0.031785714285714285,0.0,0.0,0.0,KILIWEB,0.4698795180722891,UNKNOWN,1.0,0.046875,0.07527236711786069,0.0,0.07527624309392265,0.0,0.023,0.020689655172413793,,0.0,0.0,0.0,0.0,"EN:SOY-BASE,EN:LEGUME,EN:SOYA,EN:SOYA-BEAN,EN:SUGAR,EN:ADDED-SUGAR,EN:DISACCHARIDE,EN:MODIFIED-CORN-STARCH,EN:STARCH,EN:CORN-STARCH,EN:MODIFIED-STARCH,EN:FAT-REDUCED-COCOA,EN:COCOA,EN:CHOCOLATE-POWDER,EN:CHOCOLATE,EN:E341,EN:THICKENER,EN:SALT,EN:FLAVOURING,EN:WATER,EN:E415",0.23170731707317074,"JUS DE SOJA 73,5% (EAU – GRAINES DE SOJA 8,6%) – SUCRE – AMIDON TRANSFORMÉ DE MAÏS – CACAO MAIGRE 2,5% - CHOCOLAT EN POUDRE 2% (SUCRE – CACAO MAIGRE) – PHOSPHATES DE CALCIUM – ÉPAISSISSANTS : GOMME XANTHANE – SEL – ARÔME.",0.49787234042553197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,B,0.4,0.34883720930232553,0.34883720930232553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.041666666666666664,0.00324074074074074,0.008333333333333333,0.003240740740740741,0.0,0.0,0.20555555555555555,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HACHÉ VÉGÉTAL DE SOJA,,0.0,0.0,"EN:GLUTEN,EN:SOYBEANS",0.6043956043956045,0.0,0.0,0.0024999999999999996,0.0,0.0,0.0,KILIWEB,0.4698795180722891,UNKNOWN,1.0,0.046875,0.07444701221525256,0.0,0.07389502762430938,0.1218918918918919,0.005,0.2482758620689655,"CEREALS AND POTATOES,LEGUMES",0.21875,0.0,0.0,0.0030534351145038168,"EN:WATER,EN:DEHYDRATED-SOY-PROTEIN,EN:PROTEIN,EN:PLANT-PROTEIN,EN:HYDROLYSED-VEGETABLE-PROTEIN,EN:SOY-PROTEIN,EN:ONION-EXTRACT,EN:VEGETABLE,EN:ROOT-VEGETABLE,EN:ONION,EN:NATURAL-FLAVOURING,EN:FLAVOURING,EN:BARLEY-MALT-EXTRACT,EN:CEREAL,EN:MALT,EN:MALTED-BARLEY,EN:SOYA-BEAN,EN:LEGUME,EN:SOYA,EN:WHEAT,EN:SALT,EN:IRON,EN:MINERALS,EN:VITAMIN-B12",0.5541158536585366,"EAU, PROTÉINES DE SOJA DÉSHYDRATÉES 29,4%, EXTRAIT D'OIGNON, ARÔME NATUREL, EXTRAIT DE MALT D'ORGE, FÈVES DE SOJA 0,4%, BLE, SEL, FER, VITAMINE B12. TRACES ÉVENTUELLES D'OEUF, DE LAIT ET DE LUPIN.",0.3007092198581561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,A,0.2,0.1627906976744186,0.1627906976744186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21875,0.013888888888888888,0.0016666666666666668,0.013888888888888888,0.0,0.0,0.006944444444444444,"EGGS,LUPIN,MILK",0.5604395604395604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PROTÉINES DE SOJA GROSSES,,0.0,0.0,,0.0,0.0,0.0,0.024999999999999998,0.0,0.0,0.0,KILIWEB,0.4698795180722891,B,0.2857142857142857,0.6640625,0.25486959392538794,0.0,0.2541436464088398,0.4172972972972973,0.08,0.6896551724137931,"CEREALS AND POTATOES,LEGUMES",0.21875,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,A,0.2,0.20930232558139533,0.20930232558139533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5208333333333333,0.0,0.02,0.0,0.0,0.0,0.10694444444444444,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BOISSON AU SOJA NATURE,,0.0,0.0,EN:SOYBEANS,0.9230769230769231,0.0,0.0,0.0007142857142857143,0.0,0.0,0.0,DATE-LIMITE-APP,0.22088353413654616,B,0.2857142857142857,0.6640625,0.02558600198085177,0.0,0.0255524861878453,0.0,0.021,0.017241379310344827,"BEVERAGES,PLANT-BASED MILK SUBSTITUTES",0.03125,0.0,0.0,0.0,"EN:WATER,FR:GAINES-DE-SOJA-DEPELICULLEES",0.8048780487804879,"EAU, GAINES DE _SOJA_ DEPELICULLÉES 7,5%",0.2723404255319149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,A,0.2,0.2558139534883721,0.2558139534883721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03958333333333333,0.0014814814814814814,0.006666666666666667,0.0014814814814814814,0.0,0.0,0.005555555555555556,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SOYA PARTY GRAINES DE SOJA TOASTÉES,,0.0,0.0,EN:SOYBEANS,0.9230769230769231,0.0,0.0,0.019642857142857142,0.0,0.0,0.0,OUTCHGABI,0.7309236947791165,UNKNOWN,1.0,0.046875,0.30868273357543746,0.0,0.30870165745856354,0.0,0.23,0.5517241379310345,"SALTY SNACKS,APPETIZERS",0.8125,0.0,0.0,0.0,"EN:SOYA,FR:ENTIER-TOASTE,EN:DEODORIZED-SUNFLOWER-OIL,EN:OIL-AND-FAT,EN:VEGETABLE-OIL-AND-FAT,EN:VEGETABLE-OIL,EN:SUNFLOWER-OIL,EN:SALT",0.37881097560975613,"_SOJA_ (BIO SANS OGM) ENTIER TOASTÉ 96%, HUILE DE TOURNESOL DÉSODORISÉE, SEL.",0.9780141843971631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,0.6000000000000001,0.46511627906976744,0.46511627906976744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41666666666666663,0.01611111111111111,0.058333333333333334,0.01611111111111111,0.0,0.0,0.07777777777777777,"GLUTEN,NUTS,PEANUTS",0.7747252747252747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SAUCE VINAIGRETTE À L'HUILE DE SÉSAME ET SAUCE SOJA,E150D - SULPHITE AMMONIA CARAMEL,0.36601307189542487,0.0,EN:SULPHUR-DIOXIDE-AND-SULPHITES,0.9780219780219781,0.0,0.0,0.011964285714285714,0.0,0.0,0.0,KILIWEB,0.4698795180722891,D,0.5714285714285714,0.3515625,0.335259161439419,0.0,0.3404696132596685,0.548918918918919,0.51,0.0,"FATS AND SAUCES,DRESSINGS AND SAUCES",0.34375,0.0,0.0,0.0,"EN:SUNFLOWER-OIL,EN:OIL-AND-FAT,EN:VEGETABLE-OIL-AND-FAT,EN:VEGETABLE-OIL,EN:WATER,EN:SOY-SAUCE,EN:SAUCE,EN:WHITE-WINE-VINEGAR,EN:VINEGAR,EN:WINE-VINEGAR,EN:SESAME-OIL,EN:SUGAR,EN:ADDED-SUGAR,EN:DISACCHARIDE,EN:DIJON-MUSTARD,EN:CONDIMENT,EN:SPICE,EN:MUSTARD,EN:SOYA-BEAN,EN:LEGUME,EN:SOYA,EN:WHEAT,EN:CEREAL,EN:SALT,EN:GRAPE-MUST,EN:FRUIT,EN:GRAPE,EN:MUST,EN:COLOUR,EN:MUSTARD-SEED,EN:ALCOHOL-VINEGAR,EN:E150D",0.42378048780487804,"HUILE DE TOURNESOL (45%), EAU, SAUCE SOJA SALÉE (12%) (EAU, GRAINES DE SOJA, _BLÉ_, SEL), VINAIGRE DE VIN BLANC, HUILE DE _SÉSAME_ (5%), SUCRE, VINAIGRE (VINAIGRE DE VIN, MOÛT DE RAISIN, COLORANT : CARAMEL (E150D)), MOUTARDE DE DIJON (GRAINES DE _MOUTARDE_, VINAIGRE D'ALCOOL, EAU, SEL).",0.45531914893617026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,E,1.0,0.813953488372093,0.813953488372093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015625,0.042592592592592585,0.09333333333333332,0.04259259259259259,0.0,0.0,0.08888888888888889,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SALADE LENTILLES TOFU BIO,,0.0,0.0,,0.0,0.0,0.0,0.014107142857142858,0.0,0.0,0.0,KILIWEB,0.4698795180722891,UNKNOWN,1.0,0.046875,0.11472433146252889,0.0,0.11464088397790055,0.0,0.094,0.22413793103448276,,0.0,0.0,0.0,0.0,FR:ISSUS-DE-LAGRICULTURE,0.9214939024390244,"ISSUS DE LAGRICULTURE BIOLOGIQUE. TRACES DE GLUTEN OEUFS, POISSONS, LAIT, FRUITS À COQUE, CÉLERI. LES INFORMATIONS EN GRAS SONT DESTINÉES AUX PERSONNES ALLERGIQUES OU INTOLÉRANTES.",0.47588652482269506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.3023255813953488,0.3023255813953488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.096875,0.02592592592592592,0.018333333333333333,0.02592592592592593,0.0,0.0,0.006944444444444444,"CELERY,FISH,MILK,NUTS",0.27472527472527475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CROC'SEITAN,,0.0,0.0,,0.0,0.0,0.0,0.02857142857142857,0.0,0.0,0.0,KILIWEB,0.4698795180722891,UNKNOWN,1.0,0.046875,0.015186530207989437,0.0,0.015193370165745856,0.0,0.1,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.3023255813953488,0.3023255813953488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15625,0.02222222222222222,0.041666666666666664,0.02222222222222222,0.0,0.0,0.034722222222222224,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PÂTE DE SOJA EN LAMELLES AUX 5 PARFUMS,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,KILIWEB,0.4698795180722891,UNKNOWN,1.0,0.046875,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.3023255813953488,0.3023255813953488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LASAGNES TOMATES CHAMPIGNONS ET SOJA,,0.0,0.0,,0.0,0.0,0.0,0.030357142857142857,0.0,0.0,0.0,KILIWEB,0.4698795180722891,C,0.42857142857142855,0.4765625,0.09392538791680423,0.0,0.09392265193370165,0.0,0.051,0.06206896551724138,"COMPOSITE FOODS,ONE-DISH MEALS",0.25,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,B,0.4,0.3255813953488372,0.3255813953488372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05625,0.013888888888888888,0.03166666666666666,0.013888888888888888,0.0,0.0,0.05416666666666666,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DESSERT SOJA LIT ORANGE CLEMENTINE,E406 - AGAR,0.8366013071895425,0.0,EN:SOYBEANS,0.9230769230769231,0.0,0.0,0.024464285714285713,0.0,0.0,0.0,KILIWEB,0.4698795180722891,B,0.2857142857142857,0.6640625,0.0625619016176956,0.0,0.0,0.10243243243243244,0.021,0.027586206896551724,"SUGARY SNACKS,SWEETS",0.96875,0.0,0.0,0.05877862595419847,"EN:SOY-MILK,EN:SOY-PREPARATION,FR:FRUITS-11-2,EN:ORANGE,EN:FRUIT,EN:CITRUS-FRUIT,FR:CLEMENTINES-3-5-SUCRE-DE-CANNE,FR:EPAISSISSANT-DES-FRUITS,EN:LITHOTHAMNIUM-CALCAREUM,EN:ALGAE,FR:FERMENTS-SELECTIONNES-DONT-BIFIDUS,EN:WATER,EN:SOYA,EN:E406",0.33460365853658536,"TONYU*(EAU, _SOJA_ 12%), FRUITS* 11,2 (ORANGES* 7,7 %, CLÉMENTINES* 3,5 % SUCRE DE CANNE* 0,3 %, ÉPAISSISSANT DES FRUITS : AGAR-AGAR*, ALGUE MARINE LITHOTHAMNIUM CALCAREUM, FERMENTS SÉLECTIONNES DONT BIFIDUS. *INGRÉDIENTS ISSUS DE L'AGRICULTURE BIOLOGIQUE.",0.899290780141844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,B,0.4,0.3255813953488372,0.3255813953488372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03854166666666667,0.001851851851851852,0.005,0.0018518518518518517,0.0,0.0,0.17083333333333334,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PATE DE SOJA (TOFU) AUX 5 PARFUMS,,0.0,0.0,,0.0,0.0,0.0,0.0014285714285714286,0.0,0.0,0.0,KILIWEB,0.4698795180722891,UNKNOWN,1.0,0.046875,0.0835259161439419,0.0,0.0835635359116022,0.0,0.077,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.3023255813953488,0.3023255813953488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.01296296296296296,0.02,0.012962962962962964,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MÉLANGE DE LÉGUMES FÈVES DE SOJA,,0.0,0.0,EN:SOYBEANS,0.9230769230769231,0.0,0.0,0.014821428571428572,0.0,0.0,0.0,KILIWEB,0.4698795180722891,UNKNOWN,1.0,0.046875,0.07279630241003632,0.0,0.07251381215469613,0.11918918918918919,0.028999999999999998,0.19999999999999998,"FRUITS AND VEGETABLES,VEGETABLES",0.6875,0.0,0.0,0.0,"EN:LEGUME,EN:WATER,EN:SALT,EN:WHITE-BEANS,EN:RED-BEANS,EN:SOYA-BEAN,EN:SOYA",0.08765243902439025,"LÉGUMINEUSES (HARICOTS BLANCS, HARICOTS ROUGES, GRAINES DE SOJA, FÈVES DE SOJA 10%), EAU, SEL.",0.6134751773049646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,A,0.2,0.1395348837209302,0.1395348837209302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08958333333333332,0.009444444444444445,0.006666666666666667,0.009444444444444443,0.0,0.0,0.008333333333333333,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BOISSON AU SOJA,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NUTRINET-SANTE,0.6706827309236947,UNKNOWN,1.0,0.046875,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.3023255813953488,0.3023255813953488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"GYOZAS TOFU, CITRON",,0.0,0.0,,0.0,0.0,0.0,0.05357142857142857,0.0,0.0,0.0,KILIWEB,0.4698795180722891,UNKNOWN,1.0,0.046875,0.1325519973588643,0.0,0.13259668508287292,0.0,0.042,0.0896551724137931,"COMPOSITE FOODS,ONE-DISH MEALS",0.25,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,B,0.4,0.3255813953488372,0.3255813953488372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.078125,0.024074074074074074,0.011666666666666665,0.024074074074074074,0.0,0.0,0.008333333333333333,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
