PRODUCT_NAME,ALCOHOL_100G,ALPHA_LINOLENIC_ACID_100G,BIOTIN_100G,CALCIUM_100G,CARBOHYDRATES_100G,CARBON_FOOTPRINT_100G,CARBON_FOOTPRINT_FROM_MEAT_OR_FISH_100G,CHLORIDE_100G,CHOLESTEROL_100G,CHROMIUM_100G,COCOA_100G,COPPER_100G,COUNTRIES_EN,ECOSCORE_GRADE,ECOSCORE_SCORE,ENERGY_100G,ENERGY_FROM_FAT_100G,ENERGY_KCAL_100G,ENERGY_KJ_100G,FAT_100G,FIBER_100G,FLUORIDE_100G,FOLATES_100G,FRUCTOSE_100G,FRUITS_VEGETABLES_NUTS_100G,FRUITS_VEGETABLES_NUTS_DRIED_100G,FRUITS_VEGETABLES_NUTS_ESTIMATE_100G,FRUITS_VEGETABLES_NUTS_ESTIMATE_FROM_INGREDIENTS_100G,GLUCOSE_100G,INSOLUBLE_FIBER_100G,IODINE_100G,IRON_100G,ISO3,LACTOSE_100G,LINOLEIC_ACID_100G,MAGNESIUM_100G,MANGANESE_100G,MOLYBDENUM_100G,MONOUNSATURATED_FAT_100G,NOVA_GROUP,NUTRISCORE_GRADE,NUTRISCORE_SCORE,NUTRITION_SCORE_FR_100G,OLEIC_ACID_100G,OMEGA_3_FAT_100G,PANTOTHENIC_ACID_100G,PHOSPHORUS_100G,PHYLLOQUINONE_100G,PIB,POLYUNSATURATED_FAT_100G,POTASSIUM_100G,PROTEINS_100G,SALT_100G,SATURATED_FAT_100G,SELENIUM_100G,SODIUM_100G,SOLUBLE_FIBER_100G,SUCROSE_100G,SUGARS_100G,TRANS_FAT_100G,UNSATURATED_FAT_100G,VITAMIN_A_100G,VITAMIN_B12_100G,VITAMIN_B1_100G,VITAMIN_B2_100G,VITAMIN_B6_100G,VITAMIN_B9_100G,VITAMIN_C_100G,VITAMIN_D_100G,VITAMIN_E_100G,VITAMIN_K_100G,VITAMIN_PP_100G,ZINC_100G
SEA SALT SOIREE INTENSE DARK,0.0,0.0,0.0,0.08,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UNITED STATES,5,15.0,2176.0,0.0,520.0,0.0,32.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0028,USA,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5,20.0,20.0,0.0,0.0,0.0,0.0,0.0,21060473613000.0,0.0,0.0,8.0,0.33,18.0,0.0,0.132,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"ENJOY LIFE CHEWY BARS, SOY FREE, NUT FREE, GLUTEN FREE, DAIRY FREE, NON GMO, VEGAN, CARROT CAKE",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UNITED STATES,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,USA,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21060473613000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LOW CARB EGG WRAPS SOY PROTEIN SESAME SEEDS GMO,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UNITED STATES,7,0.0,2092.0,0.0,500.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,USA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21060473613000.0,0.0,0.0,50.0,1.25,0.0,0.0,0.5,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GLUTEN-FREE POPPY SEEDS SOY WRAPS,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UNITED STATES,7,0.0,1569.0,0.0,375.0,0.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,USA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21060473613000.0,0.0,0.0,50.0,1.25,0.0,0.0,0.5,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SOYBEAN SKIN,0.0,0.0,0.0,0.0,18.7999992370605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UNITED STATES,7,0.0,1711.0,0.0,409.0,0.0,17.3999996185303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,USA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21060473613000.0,0.0,0.0,44.5999984741211,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"SOY PROTEIN SLIDER PATTIES, ALL AMERICAN FLAME GRILLED VEGGIE SLIDERS",0.0,0.0,0.0,0.179,7.14,0.0,0.0,0.0,0.006,0.0,0.0,0.0,UNITED STATES,7,0.0,749.0,0.0,179.0,0.0,5.95,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00321,USA,0.0,0.0,0.0,0.0,0.0,1.79,4.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21060473613000.0,2.38,0.5,21.43,1.23952,1.79,0.0,0.495808,0.0,0.0,1.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALL AMERICAN VEGGIE SOY PROTEIN BURGERS,0.0,0.0,0.0,0.0,8.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UNITED STATES,7,0.0,589.0,0.0,140.85,0.0,5.63,5.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,USA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21060473613000.0,0.0,0.0,18.31,1.2521,1.41,0.0,0.50084,0.0,0.0,1.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MEATLESS SOY PROTEIN CHIK N PATTIES,0.0,0.0,0.0,0.056,18.30985915493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UNITED STATES,7,0.0,766.0,0.0,183.0985915493,0.0,5.6338028169014,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00203,USA,0.0,0.0,0.0,0.0,0.0,2.11,4.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21060473613000.0,3.52,0.268,16.901408450704,1.1971830985915,0.70422535211268,0.0,0.4788732394366,0.0,0.0,1.4084507042254,0.0,0.0,4.23e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ORIGINAL VEGAN SOY PROTEIN VEGGIE BURGERS,0.0,0.0,0.0,0.081,9.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UNITED STATES,2,61.0,423.0,0.0,101.0,0.0,1.01,6.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00273,USA,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1,-5.0,-5.0,0.0,0.0,0.0,0.0,0.0,21060473613000.0,0.0,0.525,19.19,0.97536,0.0,0.0,0.390144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GRATED LIGHT TUNA WITH TEXTURED SOY PROTEIN,0.0,0.0,0.0,0.036,0.0,0.0,0.0,0.0,0.027,0.0,0.0,0.0,UNITED STATES,4,21.0,523.0,0.0,125.0,0.0,4.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00064,USA,0.0,0.0,0.0,0.0,0.0,0.89,3.0,1,-3.0,-3.0,0.0,0.0,0.0,0.0,0.0,21060473613000.0,2.68,0.0,19.64,0.4475,0.0,0.0,0.179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DELYSOY ALMENDRAS,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,COSTA RICA,7,0.0,377.0,0.0,90.0,0.0,2.1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CRI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62395610764.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DELISOY ALMENDRAS,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HONDURAS,7,0.0,502.0,0.0,120.0,0.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HND,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23827859695.0,0.0,0.0,2.0,0.18,0.0,0.0,0.072,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SOYBEAN CURD POCKETS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UNITED STATES,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,USA,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21060473613000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SESAME SOY NOODLES,0.0,0.0,0.0,0.024,20.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UNITED STATES,7,0.0,444.0,0.0,106.0,0.0,2.35,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00027,USA,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21060473613000.0,0.0,0.047,0.78,0.5875,0.39,0.0,0.235,0.0,0.0,7.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"SINGAPOREAN-STYLE SOY GARLIC WITH COOKED HOKKIEN NOODLES BOWL, SOY GARLIC",0.0,0.0,0.0,0.013,38.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UNITED STATES,7,0.0,887.0,0.0,212.0,0.0,3.9,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00061,USA,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,21060473613000.0,0.0,0.065,6.49,0.8975,0.22,0.0,0.359,0.0,0.0,9.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SOY GINGER RAMEN,0.0,0.0,0.0,0.014,32.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UNITED STATES,7,0.0,699.0,0.0,167.0,0.0,0.36,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00196,USA,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21060473613000.0,0.0,0.0,8.7,1.8415,0.0,0.0,0.7366,0.0,0.0,0.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TOASTED SOY SPREAD,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CANADA,7,0.0,2615.0,0.0,625.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CAN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1647598402303.0,0.0,0.0,25.0,0.78125,9.375,0.0,0.3125,0.0,0.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CASSOIULET CONFIT DE CANARD,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FRANCE,7,0.0,1774.0,0.0,424.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FRA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2639008701648.0,0.0,0.0,38.0,14.25,6.3,0.0,5.7,0.0,0.0,5.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GLUTEN FREE UMAMI SOY GLAZE,0.0,0.0,0.0,0.0,52.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UNITED STATES,7,0.0,883.0,0.0,211.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,USA,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5,22.0,22.0,0.0,0.0,0.0,0.0,0.0,21060473613000.0,0.0,0.0,0.0,3.1575,0.0,0.0,1.263,0.0,0.0,47.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"SOY NUTS, ROASTED, NO SALT",0.0,0.0,0.0,0.143,35.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UNITED STATES,7,0.0,2092.0,0.0,500.0,0.0,25.0,17.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00386,USA,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,21060473613000.0,0.0,0.0,35.71,0.0,3.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001071,0.0,0.0,0.0,0.0,0.0,0.0043,0.0,0.0,0.0,0.0,0.0
VALSOIA LA CREMA,0.0,0.0,0.0,0.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ITALY,7,0.0,2151.0,0.0,514.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ITA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1897210466668.0,0.0,0.0,5.2,0.0,4.8,0.0,0.0,0.0,0.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TEXTURED SOY PROTEIN,0.0,0.0,0.0,0.0,7.0546737213404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UNITED STATES,7,0.0,1402.0,0.0,335.09700176367,0.0,3.5273368606702,7.0546737213404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,USA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21060473613000.0,0.0,0.0,81.128747795414,2.4779541446208,0.0,0.0,0.99118165784832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SOYPURE,0.0,0.0,0.0,0.0,0.60000002384186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ITALY,7,0.0,1527.0,0.0,365.0,0.0,0.30000001192093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ITA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1897210466668.0,0.0,0.0,26.0,1.2,0.10000000149012,0.0,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SOY GINGER DRESSING & QUICK MARINADE,0.0,0.0,0.0,0.0,3.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UNITED STATES,7,0.0,2372.0,0.0,567.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.14285714285714,0.0,0.0,0.0,0.0,USA,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4,18.0,18.0,0.0,0.0,0.0,0.0,0.0,21060473613000.0,0.0,0.0,0.0,1.5825,5.0,0.0,0.633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L'ASSOIFFE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CANADA,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CAN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1647598402303.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"PAMANA, SOY CURD (MISO)",0.0,0.0,0.0,0.0,26.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UNITED STATES,7,0.0,837.0,0.0,200.0,0.0,5.0,3.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,USA,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4,11.0,11.0,0.0,0.0,0.0,0.0,0.0,21060473613000.0,0.0,0.0,13.33,12.3325,0.0,0.0,4.933,0.0,0.0,13.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"FUSILLI MADE WITH RICE, POTATO AND SOY",0.0,0.0,0.0,0.035,73.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UNITED STATES,7,0.0,1469.0,0.0,351.0,0.0,1.75,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00189,USA,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1,-4.0,-4.0,0.0,0.0,0.0,0.0,0.0,21060473613000.0,0.0,0.0,8.77,0.0,0.0,0.0,0.0,0.0,0.0,1.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SOYBEAN ROLL,0.0,0.0,0.0,0.0,8.3333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CANADA,7,0.0,3487.0,0.0,833.33333333333,0.0,83.333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CAN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1647598402303.0,0.0,0.0,8.3333333333333,0.0,33.333333333333,0.0,0.0,0.0,0.0,8.3333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SOY PROTEIN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UNITED STATES,7,0.0,1534.0,0.0,366.66666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,USA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21060473613000.0,0.0,0.0,96.666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ROASTED SALT SOY BEAN,0.0,0.0,0.0,0.143,32.14,0.0,0.0,0.0,0.004,0.0,0.0,0.0,UNITED STATES,7,0.0,1987.0,0.0,475.0,0.0,25.0,28.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00514,USA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21060473613000.0,0.0,0.0,35.71,0.43434,3.57,0.0,0.173736,0.0,0.0,0.0,0.0,0.0,5.37e-05,0.0,0.0,0.0,0.0,0.0,0.0021,0.0,0.0,0.0,0.0,0.0
TEMPEH DI SOIA,0.0,0.0,0.0,0.0,6.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ITALY,7,0.0,699.0,0.0,167.0,0.0,6.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ITA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1897210466668.0,0.0,0.0,20.9,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
I FASOI DE PIERO CULA,0.0,0.0,0.0,0.0,37.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ITALY,7,0.0,1659.0,0.0,396.6,0.0,17.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ITA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1897210466668.0,0.0,0.0,16.2,3.0,2.0,0.0,1.2,0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KOREAN STYLE FRIED RICE SHRIM WITH SOY GARLIC FLAVOR,0.0,0.0,0.0,0.0,21.176470588235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UNITED STATES,7,0.0,591.0,0.0,141.17647058824,0.0,3.921568627451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,USA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21060473613000.0,0.0,0.0,4.7058823529412,0.97058823529413,0.3921568627451,0.0,0.388235294117652,0.0,0.0,1.5686274509804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SWEET SOICY CHICKEN,0.0,0.0,0.0,0.0,23.225806451613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UNITED STATES,7,0.0,972.0,0.0,232.25806451613,0.0,10.322580645161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,USA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21060473613000.0,0.0,0.0,11.612903225806,1.5967741935484,1.6129032258065,0.0,0.63870967741936,0.0,0.0,10.322580645161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SOY ISOLATE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UNITED STATES,7,0.0,1569.0,0.0,375.0,0.0,2.0833333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,USA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21060473613000.0,0.0,0.0,83.333333333333,1.7708333333333,0.0,0.0,0.70833333333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SOYLENT,0.0,0.0,0.0,0.0,8.9371980676329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CANADA,7,0.0,404.0,0.0,96.618357487923,0.0,5.0724637681159,0.72463768115942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CAN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1647598402303.0,0.0,0.0,4.8309178743961,0.18115942028986,0.48309178743961,0.0,0.072463768115944,0.0,0.0,2.1739130434783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SOYLENT,0.0,0.0,0.0,0.0,8.695652173913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CANADA,7,0.0,404.0,0.0,96.618357487923,0.0,5.0724637681159,0.24154589371981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CAN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1647598402303.0,0.0,0.0,4.8309178743961,0.18115942028986,0.48309178743961,0.0,0.072463768115944,0.0,0.0,2.1739130434783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SOYLENT,0.0,0.0,0.0,0.0,8.695652173913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CANADA,7,0.0,404.0,0.0,96.618357487923,0.0,3.8647342995169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CAN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1647598402303.0,0.0,0.0,4.8309178743961,0.18719806763285,0.36231884057971,0.0,0.07487922705314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SOYLENT POWDER ORIGINAL,0.0,0.0,6e-06,0.0,46.666666666667,0.0,0.0,0.45,0.0,7e-06,0.0,0.00018,CANADA,2,61.0,1860.0,0.0,444.44444444444,0.0,21.111111111111,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CAN,0.0,3.0,0.0,0.00045,9e-06,13.0,4.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1647598402303.0,3.5,0.95,22.222222222222,0.8888888888889,1.6666666666667,1.1e-05,0.35555555555556,0.0,0.0,17.777777777778,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
