PRODUCT_NAME,ADDED_SUGARS_100G,ALCOHOL_100G,ALPHA_LINOLENIC_ACID_100G,BIOTIN_100G,BUTYRIC_ACID_100G,CALCIUM_100G,CARBOHYDRATES_100G,CARBON_FOOTPRINT_100G,CARBON_FOOTPRINT_FROM_MEAT_OR_FISH_100G,CHLORIDE_100G,CHOLESTEROL_100G,CHROMIUM_100G,COPPER_100G,COUNTRIES_EN,ECOSCORE_GRADE,ECOSCORE_GRADE_,ECOSCORE_SCORE,ENERGY_100G,ENERGY_FROM_FAT_100G,ENERGY_KCAL_100G,ENERGY_KJ_100G,FAT_100G,FIBER_100G,FOLATES_100G,FRUITS_VEGETABLES_NUTS_100G,FRUITS_VEGETABLES_NUTS_DRIED_100G,FRUITS_VEGETABLES_NUTS_ESTIMATE_100G,FRUITS_VEGETABLES_NUTS_ESTIMATE_FROM_INGREDIENTS_100G,INSOLUBLE_FIBER_100G,IODINE_100G,IRON_100G,LACTOSE_100G,LINOLEIC_ACID_100G,MAGNESIUM_100G,MALTODEXTRINS_100G,MANGANESE_100G,MEAD_ACID_100G,MOLYBDENUM_100G,MONOUNSATURATED_FAT_100G,MYRISTIC_ACID_100G,NUTRISCORE_GRADE,NUTRISCORE_SCORE,NUTRITION_SCORE_FR_100G,OMEGA_3_FAT_100G,OMEGA_6_FAT_100G,OMEGA_9_FAT_100G,PANTOTHENIC_ACID_100G,PHOSPHORUS_100G,PHYLLOQUINONE_100G,PH_100G,POLYUNSATURATED_FAT_100G,POTASSIUM_100G,PROTEINS_100G,SALT_100G,SATURATED_FAT_100G,SELENIUM_100G,SERUM_PROTEINS_100G,SODIUM_100G,STARCH_100G,SUCROSE_100G,SUGARS_100G,TAURINE_100G,TRANS_FAT_100G,UNSATURATED_FAT_100G,VITAMIN_A_100G,VITAMIN_B12_100G,VITAMIN_B1_100G,VITAMIN_B2_100G,VITAMIN_B6_100G,VITAMIN_B9_100G,VITAMIN_C_100G,VITAMIN_D_100G,VITAMIN_E_100G,VITAMIN_K_100G,VITAMIN_PP_100G,ZINC_100G
SOYA ROTI SALE,0.0,0.0,0.0,0.0,0.0,0.0,28.571428571429,0.0,0.0,0.0,0.0,0.0,0.0,101,UNKNOWN,7,0.0,1913.0,0.0,457.14285714286,0.0,22.857142857143,17.142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.285714285714,1.0714285714286,2.8571428571429,0.0,0.0,0.42857142857144,0.0,0.0,8.5714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SOYA PROTEIN ISOLATE,0.0,0.0,0.0,0.0,0.0,0.0,2.6666666666667,0.0,0.0,0.0,0.0,0.0,0.0,155,UNKNOWN,7,0.0,1464.0,0.0,350.0,0.0,0.66666666666667,2.3333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.333333333333,2.7666666666667,0.33333333333333,0.0,0.0,1.10666666666668,0.0,0.0,0.66666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TOFU,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,312,B,2,77.0,640.0,0.0,153.0,0.0,9.9,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,-5.0,-5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.6,0.15,1.9,0.0,0.0,0.06,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"KIBUN FOODS, FRIED SURIMI SEAFOOD MIXED WITH TOFU",0.0,0.0,0.0,0.0,0.0,0.0,8.24,0.0,0.0,0.0,0.006,0.0,0.0,313,UNKNOWN,7,0.0,736.0,0.0,176.0,0.0,14.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.88,0.8225,1.76,0.0,0.0,0.329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SOYA PAC INSTANTANEA,0.0,0.0,0.0,0.0,0.0,1.0,36.7,0.0,0.0,0.0,0.0,0.0,0.0,111,UNKNOWN,7,0.0,1950.0,0.0,467.0,0.0,23.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00015,0.009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,28.0,28.0,0.0,0.0,0.0,0.0,0.833,0.0,0.0,0.0,50.0,26.7,1.25,13.3,0.0,0.0,0.5,0.0,0.0,36.7,0.0,0.0,0.0,0.001,4e-06,0.0,0.00142,0.0004,5.33e-05,0.0,5.33e-05,0.0,0.0,0.0,0.01
BAKED TERIYAKI SUPER FIRM TOFU,0.0,0.0,0.0,0.0,0.0,0.0,6.0606060606061,0.0,0.0,0.0,0.0,0.0,0.0,313,UNKNOWN,7,0.0,592.0,0.0,141.41414141414,0.0,7.0707070707071,2.020202020202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.141414141414,0.85858585858585,1.5151515151515,0.0,0.0,0.34343434343434,0.0,0.0,4.040404040404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TOFU PAD THAI,0.0,0.0,0.0,0.0,0.0,0.0,26.765799256506,0.0,0.0,0.0,0.0,0.0,0.0,313,UNKNOWN,7,0.0,669.0,0.0,159.85130111524,0.0,4.089219330855,1.4869888475836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8327137546468,0.64126394052045,0.55762081784387,0.0,0.0,0.25650557620818,0.0,0.0,9.6654275092937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TOFU FUME,0.0,0.0,0.0,0.0,0.0,0.0,2.79999995231628,0.0,0.0,0.0,0.0,0.0,0.0,313,UNKNOWN,7,0.0,711.0,0.0,170.0,0.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SPECIALITE AU SOJAT CHOCOLAT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155,UNKNOWN,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SOYA PAC,0.0,0.0,0.0,0.0,0.0,1.0,36.7,0.0,0.0,0.0,0.0,0.0,0.0,111,B,2,60.0,1950.0,0.0,467.0,0.0,23.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00015,0.009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,28.0,28.0,0.0,0.0,0.0,0.0,0.833,0.0,0.0,0.0,50.0,26.7,1.25,13.3,0.0,0.0,0.5,0.0,0.0,36.7,0.0,0.0,0.0,0.001,4e-06,0.0,0.00142,0.0004,5.33e-05,0.0,5.33e-05,0.0,0.0,0.0,0.01
BRIOCHES AU SOJA ROUGE 250,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,155,UNKNOWN,7,0.0,1218.0,0.0,291.0,0.0,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,0.05,1.6,0.0,0.0,0.02,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SOJASUN YAOURT NATURE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155,UNKNOWN,7,0.0,180.0,0.0,43.0,0.0,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6,0.08,0.4,0.0,0.0,0.032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SILKEN TOFU,0.0,0.0,0.0,0.0,0.0,0.0,2.3529411764706,0.0,0.0,0.0,0.0,0.0,0.0,313,B,2,79.0,197.0,0.0,47.058823529412,0.0,2.3529411764706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7058823529412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1764705882353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BULK SOYA PROTEIN ISOLATE,0.0,0.0,0.0,0.0,0.0,0.0,2.6666666666667,0.0,0.0,0.0,0.0,0.0,0.0,155,UNKNOWN,7,0.0,1464.0,0.0,350.0,0.0,0.66666666666667,2.3333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.333333333333,2.7666666666667,0.33333333333333,0.0,0.0,1.10666666666668,0.0,0.0,0.66666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LECHE DE SOYA,0.0,0.0,0.0,0.0,0.0,0.0,28.125,0.0,0.0,0.0,0.0,0.0,0.0,313,UNKNOWN,7,0.0,1216.0,0.0,290.625,0.0,15.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.75,0.0,6.25,0.0,0.0,0.0,0.0,0.0,21.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRADITIONAL SEITAN,0.0,0.0,0.0,0.0,0.0,0.0,7.0588,0.0,0.0,0.0,0.0,0.0,0.0,313,UNKNOWN,7,0.0,640.0,0.0,152.9412,0.0,3.5294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.8824,1.0,0.5882,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TOFU DE GRAINES DE CITROUILLES ORIGINALE,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,101,UNKNOWN,7,0.0,1339.0,0.0,320.0,0.0,28.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TOFU FIRM,0.0,0.0,0.0,0.0,0.0,0.127,2.53,0.0,0.0,0.0,0.0,0.0,0.0,313,UNKNOWN,7,0.0,372.0,0.0,89.0,0.0,3.8,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.27,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.53,0.0,8.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FROZEN FISH TOFU,0.0,0.0,0.0,0.0,0.0,0.0,6.1999998092651,0.0,0.0,0.0,0.0,0.0,0.0,155,UNKNOWN,7,0.0,1088.0,0.0,260.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,1.2,7.0,0.0,0.0,0.48,0.0,0.0,5.0999999046326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHIPOTLE STYLE SEITAN,0.0,0.0,0.0,0.0,0.0,0.0,7.96,0.0,0.0,0.0,0.0,0.0,0.0,313,UNKNOWN,7,0.0,628.0,0.0,150.0,0.0,2.21,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.55,1.04,0.53,0.0,0.0,0.416,0.0,0.0,1.77,0.0,0.0,0.0,0.0001062,0.0,0.0,0.002106,0.000796,0.0,0.0011,0.0,0.0,0.0,0.042478,0.0
BLUEBERRY SOYA YOGURT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,281,B,2,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TOFU FUME,0.0,0.0,0.0,0.0,0.0,0.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,313,UNKNOWN,7,0.0,644.0,0.0,154.0,0.0,9.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GERLINEA DOUCEUR DE CEREALES CACAO SOJA BLE,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,155,UNKNOWN,7,0.0,322.0,0.0,77.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,1.3,2.2,0.0,0.0,0.52,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SOJA EDAMAME ET HOUMOUS,0.0,0.0,0.0,0.0,0.0,0.0,4.7,0.0,0.0,0.0,0.0,0.0,0.0,155,UNKNOWN,7,0.0,766.0,0.0,183.0,0.0,12.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.2,0.6,1.7,0.0,0.0,0.24,0.0,0.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SOJA SAUCE CHINESISCH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,213,UNKNOWN,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ESCALOPE SOJA ET BLE,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,155,UNKNOWN,7,0.0,1033.0,0.0,247.0,0.0,12.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,1.3,1.3,0.0,0.0,0.52,0.0,0.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
APRICOT LAYERED SOYA POTS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155,UNKNOWN,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SO SOJA BANANE PASSION,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,155,UNKNOWN,7,0.0,238.0,0.0,57.0,0.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1,0.1,0.3,0.0,0.0,0.04,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHIPOTLE STYLE SEITAN,0.0,0.0,0.0,0.0,0.0,0.018,10.5882,0.0,0.0,0.0,0.0,0.0,0.0,313,UNKNOWN,7,0.0,738.0,0.0,176.4706,0.0,2.9412,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0588,0.9411765,0.0,0.0,0.0,0.3764706,0.0,0.0,3.5294,0.0,0.0,0.0,0.0001053,0.0,0.0,0.0,0.0,0.0,0.0021,0.0,0.0,0.0,0.0,0.00197
ORGANIC PESTO WITH TOFU,0.0,0.0,0.0,0.0,0.0,0.0,12.2,0.0,0.0,0.0,0.0,0.0,0.0,155,UNKNOWN,7,0.0,2686.0,0.0,642.0,0.0,62.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.3,2.4,9.7,0.0,0.0,0.96,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TOFU NATURE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,313,UNKNOWN,7,0.0,540.0,0.0,129.100006103516,0.0,7.09000015258789,5.19000005722046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.7299995422363,0.0,1.04999995231628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"SEITAN, CURRY RECIPE",0.0,0.0,0.0,0.0,0.0,0.018,11.4,0.0,0.0,0.0,0.0,0.0,0.0,313,UNKNOWN,7,0.0,732.0,0.0,175.0,0.0,4.39,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00063,0.0,0.0,0.035,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.56,0.95758,0.88,0.0,0.0,0.383032,0.0,0.0,4.39,0.0,0.0,0.0,2.64e-05,0.0,0.0,0.0,0.0,0.0,0.0042,0.0,0.0,0.0,0.0,0.00197
EDAMAME + TOFU PONZU BOWL WITH CABBAGE AND PICKLED GINGER,0.0,0.0,0.0,0.0,0.0,0.102,12.53,0.0,0.0,0.0,0.0,0.0,0.0,313,UNKNOWN,7,0.0,481.0,0.0,115.0,0.0,4.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.88,0.875,0.26,0.0,0.0,0.35,0.0,0.0,1.28,0.0,0.0,0.0,7.8e-06,0.0,0.0,0.0,0.0,0.0,0.0184,0.0,0.0,0.0,0.0,0.0
TOFU A LA JAPONAISE,0.0,0.0,0.0,0.0,0.0,0.0,2.70000004768372,0.0,0.0,0.0,0.0,0.0,0.0,313,UNKNOWN,7,0.0,862.0,0.0,206.0,0.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,2.20000004768372,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TOFU FIRM,0.0,0.0,0.0,0.0,0.0,0.127,2.53,0.0,0.0,0.0,0.0,0.0,0.0,313,UNKNOWN,7,0.0,372.0,0.0,89.0,0.0,3.8,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.27,0.0,1,-5.0,-5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.53,0.0,8.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SEITAN A LA PLANCHA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,299,B,2,79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PALET SOJA A L'INDIENNE,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,155,UNKNOWN,7,0.0,615.0,0.0,147.0,0.0,7.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.3,0.94,0.9,0.0,0.0,0.376,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRADITIONAL SEITAN,0.0,0.0,0.0,0.0,0.0,0.0,4.42,0.0,0.0,0.0,0.0,0.0,0.000177,313,B,2,76.0,519.0,0.0,124.0,0.0,1.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.78,0.885,0.53,0.0,0.0,0.354,0.0,0.0,0.0,0.0,0.0,0.0,2.64e-05,0.0,0.0,0.002106,0.000796,0.0,0.0,0.0,0.0,0.0,0.040708,0.00133
ESCALOPES PANEES AU SOJA,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,155,UNKNOWN,7,0.0,992.0,0.0,237.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.77,1.1,0.0,0.0,0.308,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
